Country,Economy Code,ISO Code,Region,Income Group,Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is the law free of legal provisions that require a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?,Total(thousands),Overnight(thousands),OneDay(thousands),Cruise(thousands),Expenditures(USMillion)
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2010,70.6,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,365,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA,1088,NA,NA,765
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2011,70.6,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,365,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,NA,1201,NA,NA,926
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2012,73.1,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,365,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,1264,NA,NA,860
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2013,75.6,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,45,Yes,No,0,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,1324,NA,NA,929
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2014,78.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,45,Yes,No,0,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,1350,NA,NA,959
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2015,78.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,45,Yes,No,0,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,1560,NA,NA,947
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2016,78.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,45,Yes,No,0,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,1662,NA,NA,978
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2017,78.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,45,Yes,No,0,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,1877,NA,NA,"1,110"
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2018,78.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,45,Yes,No,0,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,2077,NA,NA,"1,224"
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2019,78.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,45,Yes,No,0,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,2510,NA,NA,"1,276"
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2020,78.8,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,45,Yes,No,0,Yes,365,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,351,NA,NA,180
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2021,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,98,Yes,No,0,Yes,295,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,1554,NA,NA,902
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2022,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,98,Yes,No,0,Yes,295,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,NA,NA,NA,NA
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2023,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,98,Yes,No,0,Yes,295,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes,NA,NA,NA,NA,NA
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,1995,41.3,100,Yes,Yes,Yes,Yes,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,2752,2602,150,150,"1,469"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,1996,41.3,100,Yes,Yes,Yes,Yes,0,No,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,2856,2693,163,163,"1,857"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,1997,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,3203,3072,131,131,"1,649"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,1998,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,3267,3095,172,172,"1,934"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,1999,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,4088,3817,271,271,"2,177"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2000,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,4458,4278,180,180,"2,280"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2001,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,4596,4380,216,216,"2,966"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2002,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,4709,4453,255,255,"3,157"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2003,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,5021,4761,260,260,"3,802"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2004,44.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,40,No,70,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,5732,5477,256,256,"4,540"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2005,70.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,60,No,70,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,6077,5843,233,233,"5,426"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2006,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,6777,6558,218,218,"6,900"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2007,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,7701,7408,293,293,"8,307"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2008,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,8209,7879,330,330,"8,885"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2009,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,8661,8341,319,319,"7,980"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2010,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,9752,9288,464,464,"8,176"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2011,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,9784,9342,442,442,"9,101"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2012,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,9830,9375,455,455,"8,491"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2013,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,10349,10046,303,303,"8,201"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2014,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,10507,10283,224,224,"9,070"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2015,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,10542,10177,365,365,"7,765"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2016,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,10677,10332,345,345,"7,922"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2017,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,11540,11349,191,191,"9,086"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2018,73.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,40,Yes,Yes,No,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,12489,12289,200,200,"9,520"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2019,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,60,Yes,Yes,Yes,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,13109,12932,177,177,"9,949"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2020,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,60,Yes,Yes,Yes,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,2802,2778,24,24,"4,514"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2021,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,60,Yes,Yes,Yes,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,3722,3722,NA,NA,"4,641"
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2022,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,60,Yes,Yes,Yes,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,NA,NA,NA,NA,NA
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2023,75.6,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,60,Yes,Yes,Yes,No,No,80,Yes,98,Yes,Yes,3,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No,NA,NA,NA,NA,NA
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,1995,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,NA,NA,NA,..
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,1996,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,NA,NA,NA,..
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,1997,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,NA,NA,NA,..
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,1998,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,NA,NA,NA,..
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,1999,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,NA,NA,NA,..
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2000,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,NA,NA,NA,..
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2001,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,404,323,81,NA,..
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2002,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,943,541,402,NA,65
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2003,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,726,441,285,NA,106
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2004,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,711,470,241,NA,96
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2005,36.3,75,No,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,No,Yes,40,Yes,No,No,Yes,No,20,No,60,No,No,0,No,0,0,0,Yes,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,Yes,No,No,954,578,376,NA,138
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2006,59.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,No,Yes,80,Yes,Yes,No,Yes,Yes,20,No,60,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,1095,664,431,NA,145
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2007,59.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,No,Yes,80,Yes,Yes,No,Yes,Yes,20,No,60,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,1259,771,488,NA,182
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2008,59.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,No,Yes,80,Yes,Yes,No,Yes,Yes,20,No,60,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,1439,1193,246,NA,213
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2009,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,No,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,1711,1461,250,NA,217
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2010,76.9,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,80,Yes,Yes,No,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,1836,1718,118,NA,135
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2011,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,2013,1902,111,NA,171
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2012,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,2206,2113,93,NA,224
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2013,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,1970,1886,83,NA,228
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2014,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,1751,1661,90,NA,225
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2015,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,1634,1552,82,NA,202
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2016,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,1715,1639,76,NA,114
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2017,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,1514,1447,67,NA,164
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2018,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,60,Yes,Yes,1,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,No,Yes,2870,2743,127,NA,331
